"x","y","capelin","arccod","nsandlance"
-1131670,633891,0,0,0
-1131670,683891,0,0,0
-1131670,733891,0,0,0
-1131670,783891,0,0,0
-1131670,833891,0,0,0
-1131670,83891,0,0,0
-1131670,883891,0,0,0
-1131670,933891,0,0,0
-1131670,983891,0,0,0
-1181670,-1016109,0,0,0
-1181670,-1066109,0,0,0
-1181670,-1116109,0,0,0
-1181670,-116109,0,0,0
-1181670,-1166109,0,0,0
-1181670,-1216109,0,0,0
-1181670,-1266109,0,0,0
-1181670,-1316109,0,0,0
-1181670,-1366109,0,0,0
-1181670,-1416109,0,0,0
-1181670,-1466109,0,0,0
-1181670,-1516109,0,0,0
-1181670,-16109,0,0,0
-1181670,-166109,0,0,0
-1181670,-216109,0,0,0
-1181670,-266109,0,0,0
-1181670,-316109,0,0,0
-1181670,-366109,0,0,0
-1181670,-416109,0,0,0
-1181670,-466109,0,0,0
-1181670,-516109,0,0,0
-1181670,-566109,0,0,0
-1181670,-616109,0,0,0
-1181670,-66109,0,0,0
-1181670,-666109,0,0,0
-1181670,-716109,0,0,0
-1181670,-766109,0,0,0
-1181670,-816109,0,0,0
-1181670,-866109,0,0,0
-1181670,-916109,0,0,0
-1181670,-966109,0,0,0
-1181670,1033891,0,0,0
-1181670,1083891,8.172473,0,0
-1181670,1133891,173.6071,0,0
-1181670,1183891,227.435,0,0
-1181670,1233891,170.7044,0,0
-1181670,1283891,79.38554,0,0
-1181670,1333891,101.9463,0,0
-1181670,133891,0,0,0
-1181670,1383891,83.64838,0,0
-1181670,1433891,147.621,0,6.072785
-1181670,1483891,176.622,0,0.3811808
-1181670,1533891,214.6715,0,0
-1181670,1583891,225.3817,0,0
-1181670,183891,0,0,0
-1181670,233891,0,0,0
-1181670,283891,0,0,0
-1181670,333891,0,0,0
-1181670,33891,0,0,0
-1181670,383891,0,0,0
-1181670,433891,0,0,0
-1181670,483891,0,0,0
-1181670,533891,0,0,0
-1181670,583891,0,0,0
-1181670,633891,0,0,0
-1181670,683891,0,0,0
-1181670,733891,0,0,0
-1181670,783891,0,0,0
-1181670,833891,0,0,0
-1181670,83891,0,0,0
-1181670,883891,0,0,0
-1181670,933891,0,0,0
-1181670,983891,0,0,0
-1231670,-1016109,0,0,0
-1231670,-1066109,0,0,0
-1231670,-1116109,0,0,0
-1231670,-116109,0,0,0
-1231670,-1166109,0,0,0
-1231670,-1216109,0,0,0
-1231670,-1266109,0,0,0
-1231670,-1316109,0,0,0
-1231670,-1366109,0,0,0
-1231670,-1416109,0,0,0
-1231670,-1466109,0,0,0
-1231670,-1516109,0,0,0
-1231670,-16109,0,0,0
-1231670,-166109,0,0,0
-1231670,-216109,0,0,0
-1231670,-266109,0,0,0
-1231670,-316109,0,0,0
-1231670,-366109,0,0,0
-1231670,-416109,0,0,0
-1231670,-466109,0,0,0
-1231670,-516109,0,0,0
-1231670,-566109,0,0,0
-1231670,-616109,0,0,0
-1231670,-66109,0,0,0
-1231670,-666109,0,0,0
-1231670,-716109,0,0,0
-1231670,-766109,0,0,0
-1231670,-816109,0,0,0
-1231670,-866109,0,0,0
-1231670,-916109,0,0,0
-1231670,-966109,0,0,0
-1231670,1033891,0,0,0
-1231670,1083891,0,0,0
-1231670,1133891,43.08145,0,0
-1231670,1183891,12.89089,0,0
-1231670,1233891,2.031405,0,0
-1231670,1283891,61.76183,0,0
-1231670,1333891,87.03474,0,4.34723
-1231670,133891,0,0,0
-1231670,1383891,129.6165,0,60.34502
-1231670,1433891,180.8706,0,0
-1231670,1483891,218.3724,0,0
-1231670,183891,0,0,0
-1231670,233891,0,0,0
-1231670,283891,0,0,0
-1231670,333891,0,0,0
-1231670,33891,0,0,0
-1231670,383891,0,0,0
-1231670,433891,0,0,0
-1231670,483891,0,0,0
-1231670,533891,0,0,0
-1231670,583891,0,0,0
-1231670,633891,0,0,0
-1231670,683891,0,0,0
-1231670,733891,0,0,0
-1231670,783891,0,0,0
-1231670,833891,0,0,0
-1231670,83891,0,0,0
-1231670,883891,0,0,0
-1231670,933891,0,0,0
-1231670,983891,0,0,0
-1281670,-1016109,0,0,0
-1281670,-1066109,0,0,0
-1281670,-1116109,0,0,0
-1281670,-116109,0,0,0
-1281670,-1166109,0,0,0
-1281670,-1216109,0,0,0
-1281670,-1266109,0,0,0
-1281670,-1316109,0,0,0
-1281670,-1366109,0,0,0
-1281670,-1416109,0,0,0
-1281670,-1466109,0,0,0
-1281670,-16109,0,0,0
-1281670,-166109,0,0,0
-1281670,-216109,0,0,0
-1281670,-266109,0,0,0
-1281670,-316109,0,0,0
-1281670,-366109,0,0,0
-1281670,-416109,0,0,0
-1281670,-466109,0,0,0
-1281670,-516109,0,0,0
-1281670,-566109,0,0,0
-1281670,-616109,0,0,0
-1281670,-66109,0,0,0
-1281670,-666109,0,0,0
-1281670,-716109,0,0,0
-1281670,-766109,0,0,0
-1281670,-816109,0,0,0
-1281670,-866109,0,0,0
-1281670,-916109,0,0,0
-1281670,-966109,0,0,0
-1281670,1033891,0,0,0
-1281670,1083891,0,0,0
-1281670,1133891,0,0,0
-1281670,1183891,0,0,0
-1281670,1233891,0,0,0
-1281670,1283891,0,0,0
-1281670,1333891,11.50509,0,22.58751
-1281670,133891,0,0,0
-1281670,1383891,100.5272,0,116.6927
-1281670,1433891,163.0939,0,10.82321
-1281670,183891,0,0,0
-1281670,233891,0,0,0
-1281670,283891,0,0,0
-1281670,333891,0,0,0
-1281670,33891,0,0,0
-1281670,383891,0,0,0
-1281670,433891,0,0,0
-1281670,483891,0,0,0
-1281670,533891,0,0,0
-1281670,583891,0,0,0
-1281670,633891,0,0,0
-1281670,683891,0,0,0
-1281670,733891,0,0,0
-1281670,783891,0,0,0
-1281670,833891,0,0,0
-1281670,83891,0,0,0
-1281670,883891,0,0,0
-1281670,933891,0,0,0
-1281670,983891,0,0,0
-131670.1,-1016109,0,0,0
-131670.1,-1066109,0,0,0
-131670.1,-1116109,0,0,0
-131670.1,-116109,1619.334,0,0
-131670.1,-1166109,0,0,0
-131670.1,-1216109,0,0,0
-131670.1,-1266109,0,0,0
-131670.1,-1316109,0,0,0
-131670.1,-1366109,0,0,0
-131670.1,-1416109,0,0,0
-131670.1,-1466109,0,0,0
-131670.1,-1516109,0,0,0
-131670.1,-1566109,0,0,0
-131670.1,-16109,1576.934,0,0
-131670.1,-1616109,0,0,0
-131670.1,-166109,1638.459,7304.937,0
-131670.1,-216109,1634.243,13796.09,122.5962
-131670.1,-266109,1597.28,13375,384.3444
-131670.1,-316109,1514.242,12522.04,638.602
-131670.1,-366109,1356.937,11166.5,1368.042
-131670.1,-416109,1107.334,8576.619,1496.757
-131670.1,-466109,454.967,2606.296,522.7114
-131670.1,-516109,14.67273,85.69077,16.73267
-131670.1,-566109,0,0,0
-131670.1,-616109,0,0,0
-131670.1,-66109,1592.611,0,0
-131670.1,-666109,0,0,0
-131670.1,-716109,0,0,0
-131670.1,-766109,0,0,0
-131670.1,-816109,0,0,0
-131670.1,-866109,0,0,0
-131670.1,-916109,0,0,0
-131670.1,-966109,0,0,0
-131670.1,1033891,408.8755,0,0
-131670.1,1083891,431.6233,0,0
-131670.1,1133891,406.1366,0,0
-131670.1,1183891,104.3962,0,0
-131670.1,1233891,114.3762,0,0
-131670.1,1283891,47.80701,0,0
-131670.1,1333891,0,0,0
-131670.1,133891,1532.006,0,0
-131670.1,1383891,0.0647536,0,0
-131670.1,1433891,4.793232,0,0
-131670.1,1483891,35.85183,0,0
-131670.1,1533891,57.58042,0,0
-131670.1,1583891,73.40439,0,0
-131670.1,1633891,48.27459,0,0
-131670.1,1683891,2.919128,0,0
-131670.1,1733891,0,0,0
-131670.1,1783891,0,0,0
-131670.1,1833891,0,0,0
-131670.1,183891,1503.347,0,0
-131670.1,1883891,0,0,0
-131670.1,1933891,0,0,0
-131670.1,1983891,0,0,0
-131670.1,2033891,0,0,0
-131670.1,2083891,0,0,0
-131670.1,2133891,0,0,0
-131670.1,2183891,0,0,0
-131670.1,2233891,0,0,0
-131670.1,2283891,0,0,0
-131670.1,2333891,0,0,0
-131670.1,233891,1466.15,2930.843,0
-131670.1,2383891,0,0,0
-131670.1,2433891,0,0,0
-131670.1,2483891,0,0,0
-131670.1,2533891,0,0,0
-131670.1,2583891,0,0,0
-131670.1,2633891,0,0,0
-131670.1,2683891,0,0,0
-131670.1,2733891,0,0,0
-131670.1,2783891,0,0,0
-131670.1,2833891,0,0,0
-131670.1,283891,1418.507,4262.31,176.1948
-131670.1,2883891,0,0,0
-131670.1,2933891,0,0,0
-131670.1,2983891,0,0,0
-131670.1,3033891,0,0,0
-131670.1,3083891,0,0,0
-131670.1,333891,1358.688,4011.235,522.9908
-131670.1,33891,1569.389,0,0
-131670.1,383891,1273.283,3706.425,850.4353
-131670.1,433891,1145.238,3340.968,1046.158
-131670.1,483891,939.4376,2863.99,994.8782
-131670.1,533891,556.8601,1931.471,0.1257672
-131670.1,583891,9.786936,92.32003,14.21682
-131670.1,633891,0.8360812,0,1.669481
-131670.1,683891,0.03959093,0,0
-131670.1,733891,0,0,0
-131670.1,783891,1.335563,0,0
-131670.1,833891,51.88542,0,0
-131670.1,83891,1555.06,0,0
-131670.1,883891,227.8845,0,0
-131670.1,933891,269.7427,0,0
-131670.1,983891,284.3115,0,0
-1331670,-1016109,0,0,0
-1331670,-1066109,0,0,0
-1331670,-1116109,0,0,0
-1331670,-116109,0,0,0
-1331670,-1166109,0,0,0
-1331670,-1216109,0,0,0
-1331670,-1266109,0,0,0
-1331670,-1316109,0,0,0
-1331670,-1366109,0,0,0
-1331670,-1416109,0,0,0
-1331670,-1466109,0,0,0
-1331670,-16109,0,0,0
-1331670,-166109,0,0,0
-1331670,-216109,0,0,0
-1331670,-266109,0,0,0
-1331670,-316109,0,0,0
-1331670,-366109,0,0,0
-1331670,-416109,0,0,0
-1331670,-466109,0,0,0
-1331670,-516109,0,0,0
-1331670,-566109,0,0,0
-1331670,-616109,0,0,0
-1331670,-66109,0,0,0
-1331670,-666109,0,0,0
-1331670,-716109,0,0,0
-1331670,-766109,0,0,0
-1331670,-816109,0,0,0
-1331670,-866109,0,0,0
-1331670,-916109,0,0,0
-1331670,-966109,0,0,0
-1331670,1033891,0,0,0
-1331670,1083891,0,0,0
-1331670,1133891,0,0,0
-1331670,1183891,0,0,0
-1331670,1233891,0,0,0
-1331670,1283891,0,0,0
-1331670,1333891,0,0,0
-1331670,133891,0,0,0
-1331670,183891,0,0,0
-1331670,233891,0,0,0
-1331670,283891,0,0,0
-1331670,333891,0,0,0
-1331670,33891,0,0,0
-1331670,383891,0,0,0
-1331670,433891,0,0,0
-1331670,483891,0,0,0
-1331670,533891,0,0,0
-1331670,583891,0,0,0
-1331670,633891,0,0,0
-1331670,683891,0,0,0
-1331670,733891,0,0,0
-1331670,783891,0,0,0
-1331670,833891,0,0,0
-1331670,83891,0,0,0
-1331670,883891,0,0,0
-1331670,933891,0,0,0
-1331670,983891,0,0,0
-1381670,-1016109,0,0,0
-1381670,-1066109,0,0,0
-1381670,-1116109,0,0,0
-1381670,-116109,0,0,0
-1381670,-1166109,0,0,0
-1381670,-1216109,0,0,0
-1381670,-1266109,0,0,0
-1381670,-1316109,0,0,0
-1381670,-1366109,0,0,0
-1381670,-1416109,0,0,0
-1381670,-1466109,0,0,0
-1381670,-16109,0,0,0
-1381670,-166109,0,0,0
-1381670,-216109,0,0,0
-1381670,-266109,0,0,0
-1381670,-316109,0,0,0
-1381670,-366109,0,0,0
-1381670,-416109,0,0,0
-1381670,-466109,0,0,0
-1381670,-516109,0,0,0
-1381670,-566109,0,0,0
-1381670,-616109,0,0,0
-1381670,-66109,0,0,0
-1381670,-666109,0,0,0
-1381670,-716109,0,0,0
-1381670,-766109,0,0,0
-1381670,-816109,0,0,0
-1381670,-866109,0,0,0
-1381670,-916109,0,0,0
-1381670,-966109,0,0,0
-1381670,1033891,0,0,0
-1381670,1083891,0,0,0
-1381670,1133891,0,0,0
-1381670,1183891,0,0,0
-1381670,1233891,0,0,0
-1381670,1283891,0,0,0
-1381670,133891,0,0,0
-1381670,183891,0,0,0
-1381670,233891,0,0,0
-1381670,283891,0,0,0
-1381670,333891,0,0,0
-1381670,33891,0,0,0
-1381670,383891,0,0,0
-1381670,433891,0,0,0
-1381670,483891,0,0,0
-1381670,533891,0,0,0
-1381670,583891,0,0,0
-1381670,633891,0,0,0
-1381670,683891,0,0,0
-1381670,733891,0,0,0
-1381670,783891,0,0,0
-1381670,833891,0,0,0
-1381670,83891,0,0,0
-1381670,883891,0,0,0
-1381670,933891,0,0,0
-1381670,983891,0,0,0
-1431670,-1016109,0,0,0
-1431670,-1066109,0,0,0
-1431670,-1116109,0,0,0
-1431670,-116109,0,0,0
-1431670,-1166109,0,0,0
-1431670,-1216109,0,0,0
-1431670,-1266109,0,0,0
-1431670,-1316109,0,0,0
-1431670,-1366109,0,0,0
-1431670,-1416109,0,0,0
-1431670,-1466109,0,0,0
-1431670,-16109,0,0,0
-1431670,-166109,0,0,0
-1431670,-216109,0,0,0
-1431670,-266109,0,0,0
-1431670,-316109,0,0,0
-1431670,-366109,0,0,0
-1431670,-416109,0,0,0
-1431670,-466109,0,0,0
-1431670,-516109,0,0,0
-1431670,-566109,0,0,0
-1431670,-616109,0,0,0
-1431670,-66109,0,0,0
-1431670,-666109,0,0,0
-1431670,-716109,0,0,0
-1431670,-766109,0,0,0
-1431670,-816109,0,0,0
-1431670,-866109,0,0,0
-1431670,-916109,0,0,0
-1431670,-966109,0,0,0
-1431670,1033891,0,0,0
-1431670,1083891,0,0,0
-1431670,1133891,0,0,0
-1431670,1183891,0,0,0
-1431670,133891,0,0,0
-1431670,183891,0,0,0
-1431670,233891,0,0,0
-1431670,283891,0,0,0
-1431670,333891,0,0,0
-1431670,33891,0,0,0
-1431670,383891,0,0,0
-1431670,433891,0,0,0
-1431670,483891,0,0,0
-1431670,533891,0,0,0
-1431670,583891,0,0,0
-1431670,633891,0,0,0
-1431670,683891,0,0,0
-1431670,733891,0,0,0
-1431670,783891,0,0,0
-1431670,833891,0,0,0
-1431670,83891,0,0,0
-1431670,883891,0,0,0
-1431670,933891,0,0,0
-1431670,983891,0,0,0
-1481670,-1016109,0,0,0
-1481670,-1066109,0,0,0
-1481670,-1116109,0,0,0
-1481670,-116109,0,0,0
-1481670,-1166109,0,0,0
-1481670,-1216109,0,0,0
-1481670,-1266109,0,0,0
-1481670,-1316109,0,0,0
-1481670,-1366109,0,0,0
-1481670,-1416109,0,0,0
-1481670,-16109,0,0,0
-1481670,-166109,0,0,0
-1481670,-216109,0,0,0
-1481670,-266109,0,0,0
-1481670,-316109,0,0,0
-1481670,-366109,0,0,0
-1481670,-416109,0,0,0
-1481670,-466109,0,0,0
-1481670,-516109,0,0,0
-1481670,-566109,0,0,0
-1481670,-616109,0,0,0
-1481670,-66109,0,0,0
-1481670,-666109,0,0,0
-1481670,-716109,0,0,0
-1481670,-766109,0,0,0
-1481670,-816109,0,0,0
-1481670,-866109,0,0,0
-1481670,-916109,0,0,0
-1481670,-966109,0,0,0
-1481670,1033891,0,0,0
-1481670,1083891,0,0,0
-1481670,133891,0,0,0
-1481670,183891,0,0,0
-1481670,233891,0,0,0
-1481670,283891,0,0,0
-1481670,333891,0,0,0
-1481670,33891,0,0,0
-1481670,383891,0,0,0
-1481670,433891,0,0,0
-1481670,483891,0,0,0
-1481670,533891,0,0,0
-1481670,583891,0,0,0
-1481670,633891,0,0,0
-1481670,683891,0,0,0
-1481670,733891,0,0,0
-1481670,783891,0,0,0
-1481670,833891,0,0,0
-1481670,83891,0,0,0
-1481670,883891,0,0,0
-1481670,933891,0,0,0
-1481670,983891,0,0,0
-1531670,-1016109,0,0,0
-1531670,-1066109,0,0,0
-1531670,-1116109,0,0,0
-1531670,-116109,0,0,0
-1531670,-1166109,0,0,0
-1531670,-1216109,0,0,0
-1531670,-1266109,0,0,0
-1531670,-1316109,0,0,0
-1531670,-1366109,0,0,0
-1531670,-1416109,0,0,0
-1531670,-16109,0,0,0
-1531670,-166109,0,0,0
-1531670,-216109,0,0,0
-1531670,-266109,0,0,0
-1531670,-316109,0,0,0
-1531670,-366109,0,0,0
-1531670,-416109,0,0,0
-1531670,-466109,0,0,0
-1531670,-516109,0,0,0
-1531670,-566109,0,0,0
-1531670,-616109,0,0,0
-1531670,-66109,0,0,0
-1531670,-666109,0,0,0
-1531670,-716109,0,0,0
-1531670,-766109,0,0,0
-1531670,-816109,0,0,0
-1531670,-866109,0,0,0
-1531670,-916109,0,0,0
-1531670,-966109,0,0,0
-1531670,1033891,0,0,0
-1531670,133891,0,0,0
-1531670,183891,0,0,0
-1531670,233891,0,0,0
-1531670,283891,0,0,0
-1531670,333891,0,0,0
-1531670,33891,0,0,0
-1531670,383891,0,0,0
-1531670,433891,0,0,0
-1531670,483891,0,0,0
-1531670,533891,0,0,0
-1531670,583891,0,0,0
-1531670,633891,0,0,0
-1531670,683891,0,0,0
-1531670,733891,0,0,0
-1531670,783891,0,0,0
-1531670,833891,0,0,0
-1531670,83891,0,0,0
-1531670,883891,0,0,0
-1531670,933891,0,0,0
-1531670,983891,0,0,0
-1581670,-1016109,0,0,0
-1581670,-1066109,0,0,0
-1581670,-1116109,0,0,0
-1581670,-116109,0,0,0
-1581670,-1166109,0,0,0
-1581670,-1216109,0,0,0
-1581670,-1266109,0,0,0
-1581670,-1316109,0,0,0
-1581670,-1366109,0,0,0
-1581670,-1416109,0,0,0
-1581670,-16109,0,0,0
-1581670,-166109,0,0,0
-1581670,-216109,0,0,0
-1581670,-266109,0,0,0
-1581670,-316109,0,0,0
-1581670,-366109,0,0,0
-1581670,-416109,0,0,0
-1581670,-466109,0,0,0
-1581670,-516109,0,0,0
-1581670,-566109,0,0,0
-1581670,-616109,0,0,0
-1581670,-66109,0,0,0
-1581670,-666109,0,0,0
-1581670,-716109,0,0,0
-1581670,-766109,0,0,0
-1581670,-816109,0,0,0
-1581670,-866109,0,0,0
-1581670,-916109,0,0,0
-1581670,-966109,0,0,0
-1581670,133891,0,0,0
-1581670,183891,0,0,0
-1581670,233891,0,0,0
-1581670,283891,0,0,0
-1581670,333891,0,0,0
-1581670,33891,0,0,0
-1581670,383891,0,0,0
-1581670,433891,0,0,0
-1581670,483891,0,0,0
-1581670,533891,0,0,0
-1581670,583891,0,0,0
-1581670,633891,0,0,0
-1581670,683891,0,0,0
-1581670,733891,0,0,0
-1581670,783891,0,0,0
-1581670,833891,0,0,0
-1581670,83891,0,0,0
-1581670,883891,0,0,0
-1581670,933891,0,0,0
-1631670,-1016109,0,0,0
-1631670,-1066109,0,0,0
-1631670,-1116109,0,0,0
-1631670,-116109,0,0,0
-1631670,-1166109,0,0,0
-1631670,-1216109,0,0,0
-1631670,-1266109,0,0,0
-1631670,-1316109,0,0,0
-1631670,-1366109,0,0,0
-1631670,-16109,0,0,0
-1631670,-166109,0,0,0
-1631670,-216109,0,0,0
-1631670,-266109,0,0,0
-1631670,-316109,0,0,0
-1631670,-366109,0,0,0
-1631670,-416109,0,0,0
-1631670,-466109,0,0,0
-1631670,-516109,0,0,0
-1631670,-566109,0,0,0
-1631670,-616109,0,0,0
-1631670,-66109,0,0,0
-1631670,-666109,0,0,0
-1631670,-716109,0,0,0
-1631670,-766109,0,0,0
-1631670,-816109,0,0,0
-1631670,-866109,0,0,0
-1631670,-916109,0,0,0
-1631670,-966109,0,0,0
-1631670,133891,0,0,0
-1631670,183891,0,0,0
-1631670,233891,0,0,0
-1631670,283891,0,0,0
-1631670,333891,0,0,0
-1631670,33891,0,0,0
-1631670,383891,0,0,0
-1631670,433891,0,0,0
-1631670,483891,0,0,0
-1631670,533891,0,0,0
-1631670,583891,0,0,0
-1631670,633891,0,0,0
-1631670,683891,0,0,0
-1631670,733891,0,0,0
-1631670,783891,0,0,0
-1631670,833891,0,0,0
-1631670,83891,0,0,0
-1681670,-1016109,0,0,0
-1681670,-1066109,0,0,0
-1681670,-1116109,0,0,0
-1681670,-116109,0,0,0
-1681670,-1166109,0,0,0
-1681670,-1216109,0,0,0
-1681670,-1266109,0,0,0
-1681670,-1316109,0,0,0
-1681670,-1366109,0,0,0
-1681670,-16109,0,0,0
-1681670,-166109,0,0,0
-1681670,-216109,0,0,0
-1681670,-266109,0,0,0
-1681670,-316109,0,0,0
-1681670,-366109,0,0,0
-1681670,-416109,0,0,0
-1681670,-466109,0,0,0
-1681670,-516109,0,0,0
-1681670,-566109,0,0,0
-1681670,-616109,0,0,0
-1681670,-66109,0,0,0
-1681670,-666109,0,0,0
-1681670,-716109,0,0,0
-1681670,-766109,0,0,0
-1681670,-816109,0,0,0
-1681670,-866109,0,0,0
-1681670,-916109,0,0,0
-1681670,-966109,0,0,0
-1681670,133891,0,0,0
-1681670,183891,0,0,0
-1681670,233891,0,0,0
-1681670,283891,0,0,0
-1681670,333891,0,0,0
-1681670,33891,0,0,0
-1681670,383891,0,0,0
-1681670,433891,0,0,0
-1681670,483891,0,0,0
-1681670,533891,0,0,0
-1681670,583891,0,0,0
-1681670,633891,0,0,0
-1681670,683891,0,0,0
-1681670,733891,0,0,0
-1681670,783891,0,0,0
-1681670,83891,0,0,0
-1731670,-1016109,0,0,0
-1731670,-1066109,0,0,0
-1731670,-1116109,0,0,0
-1731670,-116109,0,0,0
-1731670,-1166109,0,0,0
-1731670,-1216109,0,0,0
-1731670,-1266109,0,0,0
-1731670,-1316109,0,0,0
-1731670,-1366109,0,0,0
-1731670,-16109,0,0,0
-1731670,-166109,0,0,0
-1731670,-216109,0,0,0
-1731670,-266109,0,0,0
-1731670,-316109,0,0,0
-1731670,-366109,0,0,0
-1731670,-416109,0,0,0
-1731670,-466109,0,0,0
-1731670,-516109,0,0,0
-1731670,-566109,0,0,0
-1731670,-616109,0,0,0
-1731670,-66109,0,0,0
