"x","y","capelin","arccod","nsandlance"
-1731670,-666109,0,0,0
-1731670,-716109,0,0,0
-1731670,-766109,0,0,0
-1731670,-816109,0,0,0
-1731670,-866109,0,0,0
-1731670,-916109,0,0,0
-1731670,-966109,0,0,0
-1731670,133891,0,0,0
-1731670,183891,0,0,0
-1731670,233891,0,0,0
-1731670,283891,0,0,0
-1731670,333891,0,0,0
-1731670,33891,0,0,0
-1731670,383891,0,0,0
-1731670,433891,0,0,0
-1731670,483891,0,0,0
-1731670,533891,0,0,0
-1731670,583891,0,0,0
-1731670,633891,0,0,0
-1731670,683891,0,0,0
-1731670,83891,0,0,0
-1781670,-1016109,0,0,0
-1781670,-1066109,0,0,0
-1781670,-1116109,0,0,0
-1781670,-116109,0,0,0
-1781670,-1166109,0,0,0
-1781670,-1216109,0,0,0
-1781670,-1266109,0,0,0
-1781670,-1316109,0,0,0
-1781670,-16109,0,0,0
-1781670,-166109,0,0,0
-1781670,-216109,0,0,0
-1781670,-266109,0,0,0
-1781670,-316109,0,0,0
-1781670,-366109,0,0,0
-1781670,-416109,0,0,0
-1781670,-466109,0,0,0
-1781670,-516109,0,0,0
-1781670,-566109,0,0,0
-1781670,-616109,0,0,0
-1781670,-66109,0,0,0
-1781670,-666109,0,0,0
-1781670,-716109,0,0,0
-1781670,-766109,0,0,0
-1781670,-816109,0,0,0
-1781670,-866109,0,0,0
-1781670,-916109,0,0,0
-1781670,-966109,0,0,0
-1781670,133891,0,0,0
-1781670,183891,0,0,0
-1781670,233891,0,0,0
-1781670,283891,0,0,0
-1781670,333891,0,0,0
-1781670,33891,0,0,0
-1781670,383891,0,0,0
-1781670,433891,0,0,0
-1781670,483891,0,0,0
-1781670,533891,0,0,0
-1781670,583891,0,0,0
-1781670,83891,0,0,0
-181670.1,-1016109,0,0,0
-181670.1,-1066109,0,0,0
-181670.1,-1116109,0,0,0
-181670.1,-116109,1614.728,7616.847,0
-181670.1,-1166109,0,0,0
-181670.1,-1216109,0,0,0
-181670.1,-1266109,0,0,0
-181670.1,-1316109,0,0,0
-181670.1,-1366109,0,0,0
-181670.1,-1416109,0,0,0
-181670.1,-1466109,0,0,0
-181670.1,-1516109,0,0,0
-181670.1,-1566109,0,0,0
-181670.1,-16109,1572.791,0,0
-181670.1,-1616109,0,0,0
-181670.1,-166109,1612.867,12097.27,90.10397
-181670.1,-216109,1571.92,13175.22,216.0928
-181670.1,-266109,1485.48,12344.44,429.9315
-181670.1,-316109,1324.511,10739.09,743.6233
-181670.1,-366109,940.2465,7439.193,931.0242
-181670.1,-416109,248.3067,1993.876,382.0126
-181670.1,-466109,1.113599,8.942079,1.713239
-181670.1,-516109,0,0,0
-181670.1,-566109,0,0,0
-181670.1,-616109,0,0,0
-181670.1,-66109,1593.507,0,0
-181670.1,-666109,0,0,0
-181670.1,-716109,0,0,0
-181670.1,-766109,0,0,0
-181670.1,-816109,0,0,0
-181670.1,-866109,0,0,0
-181670.1,-916109,0,0,0
-181670.1,-966109,0,0,0
-181670.1,1033891,265.5905,0,0
-181670.1,1083891,386.6529,0,0
-181670.1,1133891,432.0244,0,0
-181670.1,1183891,439.6482,0,0
-181670.1,1233891,424.8506,0,0
-181670.1,1283891,379.4069,0,0
-181670.1,1333891,392.0942,0,0
-181670.1,133891,1495.649,3623.667,0
-181670.1,1383891,382.2844,0,0
-181670.1,1433891,344.9601,0,0
-181670.1,1483891,296.3731,0,0
-181670.1,1533891,116.0385,0,0
-181670.1,1583891,90.34185,0,0
-181670.1,1633891,28.51757,0,0
-181670.1,1683891,1.072194,0,0
-181670.1,1733891,0,0,0
-181670.1,1783891,0,0,0
-181670.1,1833891,0,0,0
-181670.1,183891,1453.407,11392.72,0
-181670.1,1883891,0,0,0
-181670.1,1933891,0.2172621,0,0
-181670.1,1983891,3.035021,0,0
-181670.1,2033891,5.210418,0,0
-181670.1,2083891,0.163484,0,0
-181670.1,2133891,0,0,0
-181670.1,2183891,0,0,0
-181670.1,2233891,0,0,0
-181670.1,2283891,0,0,0
-181670.1,2333891,0,0,0
-181670.1,233891,1405.572,13497.1,0
-181670.1,2383891,0,0,0
-181670.1,2433891,0,0,0
-181670.1,2483891,0,0,0
-181670.1,2533891,0,0,0
-181670.1,2583891,0,0,0
-181670.1,2633891,0,0,0
-181670.1,2683891,0,0,0
-181670.1,2733891,0,0,0
-181670.1,2783891,0,0,0
-181670.1,2833891,0,0,0
-181670.1,283891,1346.15,12884.87,50.42058
-181670.1,2883891,0,0,0
-181670.1,2933891,0,0,0
-181670.1,2983891,0,0,0
-181670.1,3033891,0,0,0
-181670.1,333891,1268.607,12209.07,150.4648
-181670.1,33891,1554.284,985.944,0
-181670.1,383891,1162.068,11179.24,315.8279
-181670.1,433891,974.3935,9321.959,399.0256
-181670.1,483891,529.2425,4812.409,0
-181670.1,533891,0.07960377,0.6835121,0
-181670.1,583891,75.48412,0,44.94606
-181670.1,633891,141.933,0,226.4158
-181670.1,683891,16.62192,0,32.97301
-181670.1,733891,0,0,0
-181670.1,783891,0,0,0
-181670.1,833891,0,0,0
-181670.1,83891,1530.344,2316.43,0
-181670.1,883891,0,0,0
-181670.1,933891,0.2945595,0,0
-181670.1,983891,36.4395,0,0
-1831670,-1016109,0,0,0
-1831670,-1066109,0,0,0
-1831670,-1116109,0,0,0
-1831670,-116109,0,0,0
-1831670,-1166109,0,0,0
-1831670,-1216109,0,0,0
-1831670,-1266109,0,0,0
-1831670,-1316109,0,0,0
-1831670,-16109,0,0,0
-1831670,-166109,0,0,0
-1831670,-216109,0,0,0
-1831670,-266109,0,0,0
-1831670,-316109,0,0,0
-1831670,-366109,0,0,0
-1831670,-416109,0,0,0
-1831670,-466109,0,0,0
-1831670,-516109,0,0,0
-1831670,-566109,0,0,0
-1831670,-616109,0,0,0
-1831670,-66109,0,0,0
-1831670,-666109,0,0,0
-1831670,-716109,0,0,0
-1831670,-766109,0,0,0
-1831670,-816109,0,0,0
-1831670,-866109,0,0,0
-1831670,-916109,0,0,0
-1831670,-966109,0,0,0
-1831670,133891,0,0,0
-1831670,183891,0,0,0
-1831670,233891,0,0,0
-1831670,283891,0,0,0
-1831670,333891,0,0,0
-1831670,33891,0,0,0
-1831670,383891,0,0,0
-1831670,433891,0,0,0
-1831670,483891,0,0,0
-1831670,533891,0,0,0
-1831670,83891,0,0,0
-1881670,-1016109,0,0,0
-1881670,-1066109,0,0,0
-1881670,-1116109,0,0,0
-1881670,-116109,0,0,0
-1881670,-1166109,0,0,0
-1881670,-1216109,0,0,0
-1881670,-1266109,0,0,0
-1881670,-1316109,0,0,0
-1881670,-16109,0,0,0
-1881670,-166109,0,0,0
-1881670,-216109,0,0,0
-1881670,-266109,0,0,0
-1881670,-316109,0,0,0
-1881670,-366109,0,0,0
-1881670,-416109,0,0,0
-1881670,-466109,0,0,0
-1881670,-516109,0,0,0
-1881670,-566109,0,0,0
-1881670,-616109,0,0,0
-1881670,-66109,0,0,0
-1881670,-666109,0,0,0
-1881670,-716109,0,0,0
-1881670,-766109,0,0,0
-1881670,-816109,0,0,0
-1881670,-866109,0,0,0
-1881670,-916109,0,0,0
-1881670,-966109,0,0,0
-1881670,133891,0,0,0
-1881670,183891,0,0,0
-1881670,233891,0,0,0
-1881670,283891,0,0,0
-1881670,333891,0,0,0
-1881670,33891,0,0,0
-1881670,383891,0,0,0
-1881670,433891,0,0,0
-1881670,83891,0,0,0
-1931670,-1016109,0,0,0
-1931670,-1066109,0,0,0
-1931670,-1116109,0,0,0
-1931670,-116109,0,0,0
-1931670,-1166109,0,0,0
-1931670,-1216109,0,0,0
-1931670,-1266109,0,0,0
-1931670,-16109,0,0,0
-1931670,-166109,0,0,0
-1931670,-216109,0,0,0
-1931670,-266109,0,0,0
-1931670,-316109,0,0,0
-1931670,-366109,0,0,0
-1931670,-416109,0,0,0
-1931670,-466109,0,0,0
-1931670,-516109,0,0,0
-1931670,-566109,0,0,0
-1931670,-616109,0,0,0
-1931670,-66109,0,0,0
-1931670,-666109,0,0,0
-1931670,-716109,0,0,0
-1931670,-766109,0,0,0
-1931670,-816109,0,0,0
-1931670,-866109,0,0,0
-1931670,-916109,0,0,0
-1931670,-966109,0,0,0
-1931670,133891,0,0,0
-1931670,183891,0,0,0
-1931670,233891,0,0,0
-1931670,283891,0,0,0
-1931670,333891,0,0,0
-1931670,33891,0,0,0
-1931670,83891,0,0,0
-1981670,-1016109,0,0,0
-1981670,-1066109,0,0,0
-1981670,-1116109,0,0,0
-1981670,-116109,0,0,0
-1981670,-1166109,0,0,0
-1981670,-1216109,0,0,0
-1981670,-1266109,0,0,0
-1981670,-16109,0,0,0
-1981670,-166109,0,0,0
-1981670,-216109,0,0,0
-1981670,-266109,0,0,0
-1981670,-316109,0,0,0
-1981670,-366109,0,0,0
-1981670,-416109,0,0,0
-1981670,-466109,0,0,0
-1981670,-516109,0,0,0
-1981670,-566109,0,0,0
-1981670,-616109,0,0,0
-1981670,-66109,0,0,0
-1981670,-666109,0,0,0
-1981670,-716109,0,0,0
-1981670,-766109,0,0,0
-1981670,-816109,0,0,0
-1981670,-866109,0,0,0
-1981670,-916109,0,0,0
-1981670,-966109,0,0,0
-1981670,133891,0,0,0
-1981670,183891,0,0,0
-1981670,233891,0,0,0
-1981670,283891,0,0,0
-1981670,33891,0,0,0
-1981670,83891,0,0,0
-2031670,-1016109,0,0,0
-2031670,-1066109,0,0,0
-2031670,-1116109,0,0,0
-2031670,-116109,0,0,0
-2031670,-1166109,0,0,0
-2031670,-1216109,0,0,0
-2031670,-1266109,0,0,0
-2031670,-16109,0,0,0
-2031670,-166109,0,0,0
-2031670,-216109,0,0,0
-2031670,-266109,0,0,0
-2031670,-316109,0,0,0
-2031670,-366109,0,0,0
-2031670,-416109,0,0,0
-2031670,-466109,0,0,0
-2031670,-516109,0,0,0
-2031670,-566109,0,0,0
-2031670,-616109,0,0,0
-2031670,-66109,0,0,0
-2031670,-666109,0,0,0
-2031670,-716109,0,0,0
-2031670,-766109,0,0,0
-2031670,-816109,0,0,0
-2031670,-866109,0,0,0
-2031670,-916109,0,0,0
-2031670,-966109,0,0,0
-2031670,133891,0,0,0
-2031670,183891,0,0,0
-2031670,33891,0,0,0
-2031670,83891,0,0,0
-2081670,-1016109,0,0,0
-2081670,-1066109,0,0,0
-2081670,-1116109,0,0,0
-2081670,-116109,0,0,0
-2081670,-1166109,0,0,0
-2081670,-1216109,0,0,0
-2081670,-16109,0,0,0
-2081670,-166109,0,0,0
-2081670,-216109,0,0,0
-2081670,-266109,0,0,0
-2081670,-316109,0,0,0
-2081670,-366109,0,0,0
-2081670,-416109,0,0,0
-2081670,-466109,0,0,0
-2081670,-516109,0,0,0
-2081670,-566109,0,0,0
-2081670,-616109,0,0,0
-2081670,-66109,0,0,0
-2081670,-666109,0,0,0
-2081670,-716109,0,0,0
-2081670,-766109,0,0,0
-2081670,-816109,0,0,0
-2081670,-866109,0,0,0
-2081670,-916109,0,0,0
-2081670,-966109,0,0,0
-2081670,33891,0,0,0
-2081670,83891,0,0,0
-2131670,-1016109,0,0,0
-2131670,-1066109,0,0,0
-2131670,-1116109,0,0,0
-2131670,-116109,0,0,0
-2131670,-1166109,0,0,0
-2131670,-1216109,0,0,0
-2131670,-16109,0,0,0
-2131670,-166109,0,0,0
-2131670,-216109,0,0,0
-2131670,-266109,0,0,0
-2131670,-316109,0,0,0
-2131670,-366109,0,0,0
-2131670,-416109,0,0,0
-2131670,-466109,0,0,0
-2131670,-516109,0,0,0
-2131670,-566109,0,0,0
-2131670,-616109,0,0,0
-2131670,-66109,0,0,0
-2131670,-666109,0,0,0
-2131670,-716109,0,0,0
-2131670,-766109,0,0,0
-2131670,-816109,0,0,0
-2131670,-866109,0,0,0
-2131670,-916109,0,0,0
-2131670,-966109,0,0,0
-2181670,-1016109,0,0,0
-2181670,-1066109,0,0,0
-2181670,-1116109,0,0,0
-2181670,-116109,0,0,0
-2181670,-1166109,0,0,0
-2181670,-166109,0,0,0
-2181670,-216109,0,0,0
-2181670,-266109,0,0,0
-2181670,-316109,0,0,0
-2181670,-366109,0,0,0
-2181670,-416109,0,0,0
-2181670,-466109,0,0,0
-2181670,-516109,0,0,0
-2181670,-566109,0,0,0
-2181670,-616109,0,0,0
-2181670,-666109,0,0,0
-2181670,-716109,0,0,0
-2181670,-766109,0,0,0
-2181670,-816109,0,0,0
-2181670,-866109,0,0,0
-2181670,-916109,0,0,0
-2181670,-966109,0,0,0
-2231670,-1016109,0,0,0
-2231670,-1066109,0,0,0
-2231670,-1116109,0,0,0
-2231670,-1166109,0,0,0
-2231670,-166109,0,0,0
-2231670,-216109,0,0,0
-2231670,-266109,0,0,0
-2231670,-316109,0,0,0
-2231670,-366109,0,0,0
-2231670,-416109,0,0,0
-2231670,-466109,0,0,0
-2231670,-516109,0,0,0
-2231670,-566109,0,0,0
-2231670,-616109,0,0,0
-2231670,-666109,0,0,0
-2231670,-716109,0,0,0
-2231670,-766109,0,0,0
-2231670,-816109,0,0,0
-2231670,-866109,0,0,0
-2231670,-916109,0,0,0
-2231670,-966109,0,0,0
-2281670,-1016109,0,0,0
-2281670,-1066109,0,0,0
-2281670,-1116109,0,0,0
-2281670,-266109,0,0,0
-2281670,-316109,0,0,0
-2281670,-366109,0,0,0
-2281670,-416109,0,0,0
-2281670,-466109,0,0,0
-2281670,-516109,0,0,0
-2281670,-566109,0,0,0
-2281670,-616109,0,0,0
-2281670,-666109,0,0,0
-2281670,-716109,0,0,0
-2281670,-766109,0,0,0
-2281670,-816109,0,0,0
-2281670,-866109,0,0,0
-2281670,-916109,0,0,0
-2281670,-966109,0,0,0
-231670.1,-1016109,0,0,0
-231670.1,-1066109,0,0,0
-231670.1,-1116109,0,0,0
-231670.1,-116109,1581.003,14193.03,172.9154
-231670.1,-1166109,0,0,0
-231670.1,-1216109,0,0,0
-231670.1,-1266109,0,0,0
-231670.1,-1316109,0,0,0
-231670.1,-1366109,0,0,0
-231670.1,-1416109,0,0,0
-231670.1,-1466109,0,0,0
-231670.1,-1516109,0,0,0
-231670.1,-1566109,0,0,0
-231670.1,-16109,1556.287,14442.9,0
-231670.1,-1616109,0,0,0
-231670.1,-166109,1554.697,13629.47,283.2415
-231670.1,-216109,1475.657,12677.26,434.4995
-231670.1,-266109,1332.807,11237.33,704.0071
-231670.1,-316109,1025.997,8525.281,924.5238
-231670.1,-366109,392.9626,3346.905,463.3236
-231670.1,-416109,0,0,0
-231670.1,-466109,0,0,0
-231670.1,-516109,0,0,0
-231670.1,-566109,0,0,0
-231670.1,-616109,0,0,0
-231670.1,-66109,1573.596,14296.04,0
-231670.1,-666109,0,0,0
-231670.1,-716109,0,0,0
-231670.1,-766109,0,0,0
-231670.1,-816109,0,0,0
-231670.1,-866109,0,0,0
-231670.1,-916109,0,0,0
-231670.1,-966109,0,0,0
-231670.1,1033891,91.3569,0,0
-231670.1,1083891,226.3911,0,0
-231670.1,1133891,343.1512,0,0
-231670.1,1183891,398.6349,0,0
-231670.1,1233891,420.2251,0,0
-231670.1,1283891,419.1277,0,0
-231670.1,1333891,402.7317,0,0
-231670.1,133891,1469.252,14095.34,0
-231670.1,1383891,370.137,0,0
-231670.1,1433891,276.6527,0,0
-231670.1,1483891,0.8902612,0,0
-231670.1,1533891,0,0,0
-231670.1,1583891,2.229393,0,0
-231670.1,1633891,6.390487,0,0
-231670.1,1683891,7.749571,0,0
-231670.1,1733891,8.105429,0,0
-231670.1,1783891,5.317381,0,0
-231670.1,1833891,1.192738,0,0
-231670.1,183891,1424.155,13765.78,0
-231670.1,1883891,0.001043838,0,0
-231670.1,1933891,0,0,0
-231670.1,1983891,0,0,0
-231670.1,2033891,0,0,0
-231670.1,2083891,0,0,0
-231670.1,2133891,0,0,0
-231670.1,2183891,0,0,0
-231670.1,2233891,0,0,0
-231670.1,2283891,0,0,0
-231670.1,2333891,0,0,0
-231670.1,233891,1370.086,13345.48,0
-231670.1,2383891,0,0,0
-231670.1,2433891,0,0,0
-231670.1,2483891,0,0,0
-231670.1,2533891,0,0,0
-231670.1,2583891,0,0,0
-231670.1,2633891,0,0,0
-231670.1,2683891,0,0,0
-231670.1,2733891,0,0,0
-231670.1,2783891,0,0,0
-231670.1,2833891,0,0,0
-231670.1,283891,1302.395,12746.6,0
-231670.1,2883891,0,0,0
-231670.1,2933891,0,0,0
-231670.1,2983891,0,0,0
-231670.1,333891,1218.086,12063.82,74.87347
-231670.1,33891,1536.592,14473.28,0
-231670.1,383891,1105.553,11374.35,232.5328
-231670.1,433891,920.7554,10281.64,217.5429
-231670.1,483891,481.2372,7153.967,0
-231670.1,533891,1.784538,26.52855,0
-231670.1,583891,0,0,0
-231670.1,633891,49.68616,0,81.06787
-231670.1,683891,10.54437,0,14.22723
-231670.1,733891,0,0,0
-231670.1,783891,0,0,0
-231670.1,833891,0,0,0
-231670.1,83891,1508.459,14348.4,0
-231670.1,883891,0,0,0
-231670.1,933891,0.1635014,0,0
-231670.1,983891,1.150591,0,0
-2331670,-1016109,0,0,0
-2331670,-1066109,0,0,0
-2331670,-1116109,0,0,0
-2331670,-366109,0,0,0
-2331670,-416109,0,0,0
-2331670,-466109,0,0,0
-2331670,-516109,0,0,0
-2331670,-566109,0,0,0
-2331670,-616109,0,0,0
-2331670,-666109,0,0,0
-2331670,-716109,0,0,0
-2331670,-766109,0,0,0
-2331670,-816109,0,0,0
-2331670,-866109,0,0,0
-2331670,-916109,0,0,0
-2331670,-966109,0,0,0
-2381670,-1016109,0,0,0
-2381670,-1066109,0,0,0
-2381670,-466109,0,0,0
-2381670,-516109,0,0,0
-2381670,-566109,0,0,0
-2381670,-616109,0,0,0
-2381670,-666109,0,0,0
-2381670,-716109,0,0,0
-2381670,-766109,0,0,0
-2381670,-816109,0,0,0
-2381670,-866109,0,0,0
-2381670,-916109,0,0,0
-2381670,-966109,0,0,0
-2431670,-1016109,0,0,0
-2431670,-1066109,0,0,0
-2431670,-566109,0,0,0
-2431670,-616109,0,0,0
-2431670,-666109,0,0,0
-2431670,-716109,0,0,0
-2431670,-766109,0,0,0
-2431670,-816109,0,0,0
-2431670,-866109,0,0,0
-2431670,-916109,0,0,0
-2431670,-966109,0,0,0
-2481670,-1016109,0,0,0
-2481670,-666109,0,0,0
-2481670,-716109,0,0,0
-2481670,-766109,0,0,0
-2481670,-816109,0,0,0
-2481670,-866109,0,0,0
-2481670,-916109,0,0,0
-2481670,-966109,0,0,0
-2531670,-1016109,0,0,0
-2531670,-766109,0,0,0
-2531670,-816109,0,0,0
-2531670,-866109,0,0,0
-2531670,-916109,0,0,0
-2531670,-966109,0,0,0
-2581670,-866109,0,0,0
-2581670,-916109,0,0,0
-2581670,-966109,0,0,0
-2631670,-966109,0,0,0
-281670.1,-1016109,0,0,0
-281670.1,-1066109,0,0,0
-281670.1,-1116109,0,0,0
-281670.1,-116109,1535.137,13972.21,185.5011
-281670.1,-1166109,0,0,0
-281670.1,-1216109,0,0,0
-281670.1,-1266109,0,0,0
-281670.1,-1316109,0,0,0
-281670.1,-1366109,0,0,0
-281670.1,-1416109,0,0,0
-281670.1,-1466109,0,0,0
-281670.1,-1516109,0,0,0
-281670.1,-1566109,0,0,0
-281670.1,-16109,1540.378,14393.79,0
-281670.1,-1616109,0,0,0
-281670.1,-166109,1477.309,13203.25,380.5281
-281670.1,-216109,1357.04,12078.64,751.0366
-281670.1,-266109,1138.986,10303.91,1007.884
-281670.1,-316109,478.9574,5147.625,691.3773
-281670.1,-366109,23.87498,678.7261,102.8864
-281670.1,-416109,0,0,0
-281670.1,-466109,0,0,0
-281670.1,-516109,0,0,0
-281670.1,-566109,0,0,0
-281670.1,-616109,0,0,0
-281670.1,-66109,1548.665,14413.95,0
-281670.1,-666109,0,0,0
-281670.1,-716109,0,0,0
-281670.1,-766109,0,0,0
-281670.1,-816109,0,0,0
-281670.1,-866109,0,0,0
-281670.1,-916109,0,0,0
-281670.1,-966109,0,0,0
-281670.1,1033891,0,0,0
-281670.1,1083891,69.00325,0,0
-281670.1,1133891,59.80873,0,0
-281670.1,1183891,70.79992,0,0
-281670.1,1233891,170.3203,0,0
-281670.1,1283891,156.4234,0,0
-281670.1,1333891,133.4656,0,0
-281670.1,133891,1449.165,13806.17,0
-281670.1,1383891,90.02773,0,0
-281670.1,1433891,48.94892,0,0
-281670.1,1483891,0.5870781,0,0
-281670.1,1533891,0,0,0
-281670.1,1583891,0,0,0
-281670.1,1633891,0.2115038,0,0
-281670.1,1683891,0.6592225,0,0
-281670.1,1733891,0,0,0
-281670.1,1783891,0.0016223,0,0
-281670.1,1833891,1.440998,0,0
-281670.1,183891,1399.922,13439.49,16.59437
-281670.1,1883891,0.008947449,0,0
-281670.1,1933891,1.793784,0,0
-281670.1,1983891,9.108932,0,0
-281670.1,2033891,1.303735,0,0
-281670.1,2083891,0.4141262,0,0
-281670.1,2133891,0,0,0
-281670.1,2183891,0,0,0
-281670.1,2233891,0,0,0
-281670.1,2283891,0,0,0
-281670.1,2333891,0,0,0
-281670.1,233891,1335.449,12822.5,215.967
-281670.1,2383891,0,0,0
-281670.1,2433891,0,0,0
-281670.1,2483891,0,0,0
-281670.1,2533891,0,0,0
-281670.1,2583891,0,0,0
-281670.1,2633891,0,0,0
-281670.1,2683891,0,0,0
-281670.1,2733891,0,0,0
-281670.1,2783891,0,0,0
-281670.1,2833891,0,0,0
-281670.1,283891,1246.543,12039.26,490.4706
-281670.1,2883891,0,0,0
-281670.1,333891,1090.514,10956.13,631.6046
-281670.1,33891,1520.088,14213.28,0
-281670.1,383891,803.9809,9296.79,639.0872
-281670.1,433891,471.2736,6638.978,454.2185
-281670.1,483891,0.7461933,10.55114,0.7450729
-281670.1,533891,0,0,0
-281670.1,583891,0,0,0
-281670.1,633891,0,0,0
-281670.1,683891,0,0,0
-281670.1,733891,0,0,0
-281670.1,783891,0,0,0
-281670.1,833891,0,0,0
-281670.1,83891,1488.602,14042.84,0
-281670.1,883891,0,0,0
-281670.1,933891,0,0,0
-281670.1,983891,0,0,0
-31670.11,-1016109,0,0,0
-31670.11,-1066109,0,0,0
-31670.11,-1116109,0,0,0
-31670.11,-116109,1586.189,13941.94,108.6033
-31670.11,-1166109,0,0,0
-31670.11,-1216109,0,0,0
-31670.11,-1266109,0,0,0
-31670.11,-1316109,0,0,0
-31670.11,-1366109,0,0,0
-31670.11,-1416109,0,0,0
-31670.11,-1466109,0,0,0
-31670.11,-1516109,0,0,0
-31670.11,-1566109,0,0,0
-31670.11,-16109,1538.013,11136.42,0
-31670.11,-1616109,0,0,0
-31670.11,-166109,1610.132,13708.71,176.0928
-31670.11,-216109,1614.946,13915.36,238.864
-31670.11,-266109,1600.881,14237.24,301.5901
-31670.11,-316109,1565.348,13556.01,399.6368
-31670.11,-366109,1476.913,12362.99,616.7068
-31670.11,-416109,1351.716,10837.27,873.2667
-31670.11,-466109,1085.094,7954.052,1123.54
-31670.11,-516109,266.5924,2009.145,348.9133
-31670.11,-566109,14.26918,113.3313,21.46959
-31670.11,-616109,0,0,0
-31670.11,-66109,1557.192,14102.84,42.33775
-31670.11,-666109,0,0,0
-31670.11,-716109,0,0,0
-31670.11,-766109,0,0,0
-31670.11,-816109,0,0,0
-31670.11,-866109,0,0,0
-31670.11,-916109,0,0,0
-31670.11,-966109,0,0,0
-31670.11,1033891,356.108,0,0
-31670.11,1083891,336.8663,0,0
-31670.11,1133891,226.2774,0,0
-31670.11,1183891,11.68891,0,0
-31670.11,1233891,3.884523,0,0
-31670.11,1283891,15.52653,0,0
-31670.11,1333891,24.75224,0,0
-31670.11,133891,1491.175,0,0
-31670.11,1383891,30.39806,0,0
-31670.11,1433891,30.78991,0,0
-31670.11,1483891,26.73164,0,0
-31670.11,1533891,22.25492,0,0
-31670.11,1583891,27.15057,0,0
-31670.11,1633891,0.3840527,0,0
-31670.11,1683891,0,0,0
-31670.11,1733891,0,0,0
-31670.11,1783891,0,0,0
-31670.11,1833891,0,0,0
-31670.11,183891,1472.923,0,0
-31670.11,1883891,0,0,0
-31670.11,1933891,0,0,0
-31670.11,1983891,0,0,0
-31670.11,2033891,0,0,0
-31670.11,2083891,0,0,0
-31670.11,2133891,0,0,0
-31670.11,2183891,0,0,0
-31670.11,2233891,0,0,0
-31670.11,2283891,0,0,0
-31670.11,2333891,0,0,0
-31670.11,233891,1457.118,2058.696,0
-31670.11,2383891,0,0,0
-31670.11,2433891,0,0,0
-31670.11,2483891,0,0,0
-31670.11,2533891,0,0,0
-31670.11,2583891,0,0,0
-31670.11,2633891,0,0,0
-31670.11,2683891,0,0,0
-31670.11,2733891,0,0,0
-31670.11,2783891,0,0,0
-31670.11,2833891,0,0,0
-31670.11,283891,1405.095,2844.882,100.5475
-31670.11,2883891,0,0,0
-31670.11,2933891,0,0,0
-31670.11,2983891,0,0,0
-31670.11,3033891,0,0,0
-31670.11,3083891,0,0,0
-31670.11,3133891,0,0,0
-31670.11,3183891,0,0,0
-31670.11,3233891,0,0,0
-31670.11,333891,1249.598,2657.064,319.6266
-31670.11,33891,1523.944,0,0
-31670.11,383891,864.1719,2226.093,440.5787
-31670.11,433891,276.3209,916.9412,191.5252
-31670.11,483891,0,0,0
-31670.11,533891,0,0,0
-31670.11,583891,0,0,0
-31670.11,633891,121.9564,0,67.93171
-31670.11,683891,241.1733,0,159.2382
-31670.11,733891,189.5169,0,59.50278
-31670.11,783891,28.12481,0,0
-31670.11,833891,0,0,0
-31670.11,83891,1508.943,0,0
-31670.11,883891,23.45082,0,0
-31670.11,933891,209.6253,0,0
-31670.11,983891,315.9767,0,0
-331670.1,-1016109,0,0,0
-331670.1,-1066109,0,0,0
-331670.1,-1116109,0,0,0
-331670.1,-116109,1495.89,13792.06,555.8704
-331670.1,-1166109,0,0,0
-331670.1,-1216109,0,0,0
-331670.1,-1266109,0,0,0
-331670.1,-1316109,0,0,0
-331670.1,-1366109,0,0,0
-331670.1,-1416109,0,0,0
-331670.1,-1466109,0,0,0
-331670.1,-1516109,0,0,0
-331670.1,-1566109,0,0,0
-331670.1,-16109,1527.506,14615.37,27.9017
-331670.1,-1616109,0,0,0
-331670.1,-166109,1428.487,12631.83,998.9583
-331670.1,-216109,1289.963,10964.22,1291.438
-331670.1,-266109,930.7491,7837.727,1176.955
-331670.1,-316109,232.4077,1961.177,323.2663
-331670.1,-366109,0,0,0
-331670.1,-416109,0,0,0
-331670.1,-466109,0,0,0
-331670.1,-516109,0,0,0
-331670.1,-566109,0,0,0
-331670.1,-616109,0,0,0
-331670.1,-66109,1522.804,14224.34,483.9029
-331670.1,-666109,0,0,0
-331670.1,-716109,0,0,0
-331670.1,-766109,0,0,0
-331670.1,-816109,0,0,0
-331670.1,-866109,0,0,0
-331670.1,-916109,0,0,0
-331670.1,-966109,0,0,0
-331670.1,1033891,0,0,0
-331670.1,1083891,0,0,0
-331670.1,1133891,0,0,0
-331670.1,1183891,0,0,0
-331670.1,1233891,0,0,0
-331670.1,1283891,0.06522022,0,0
-331670.1,1333891,1.038226,0,0
-331670.1,133891,1437.774,13873.41,0
-331670.1,1383891,0.03037341,0,0
-331670.1,1433891,1.878852,0,0
-331670.1,1483891,0.8407806,0,0
-331670.1,1533891,12.14909,0,0
-331670.1,1583891,30.56529,0,0
-331670.1,1633891,56.36707,0,0
-331670.1,1683891,59.00458,0,0
-331670.1,1733891,25.8192,0,0
-331670.1,1783891,18.62056,0,0
-331670.1,1833891,12.86143,0,0
-331670.1,183891,1386.355,13301.65,142.0293
-331670.1,1883891,4.960461,0,0
-331670.1,1933891,0,0,0
-331670.1,1983891,0,0,0
-331670.1,2033891,0,0,0
-331670.1,2083891,0,0,0
-331670.1,2133891,0,0,0
-331670.1,2183891,0,0,0
-331670.1,2233891,0,0,0
-331670.1,2283891,0,0,0
