"","x_","y_","t_","dt"
"87",368338.541740766,-404590.397724581,2012-11-01 07:00:00,1H 0M 0S
"88",357453.765305636,-398218.803966115,2012-11-01 08:00:00,1H 0M 0S
"89",365198.365326738,-393484.46568868,2012-11-01 09:00:00,1H 0M 0S
"90",370631.273151445,-385877.621664087,2012-11-01 10:00:00,1H 0M 0S
"91",372598.744088855,-376497.326207434,2012-11-01 11:00:00,1H 0M 0S
"92",370103.475073497,-372029.52882488,2012-11-01 12:00:00,1H 0M 0S
"93",363319.323503973,-359881.4010308,2012-11-01 13:00:00,1H 0M 0S
"94",368360.5606398,-360515.78904036,2012-11-01 14:00:00,1H 0M 0S
"95",375752.409022821,-352729.714059138,2012-11-01 15:00:00,1H 0M 0S
"96",399567.148491214,-347157.749843099,2012-11-01 16:00:00,1H 0M 0S
"97",367390.611473619,-354286.073351567,2012-11-01 17:00:00,1H 0M 0S
"98",367213.086061209,-339557.46653053,2012-11-01 18:00:00,1H 0M 0S
"99",359074.668940021,-339500.256920058,2012-11-01 19:00:00,1H 0M 0S
"100",358566.829422322,-340101.753388856,2012-11-01 20:00:00,1H 0M 0S
"101",359590.616399719,-340134.975489829,2012-11-01 21:00:00,1H 0M 0S
"102",365435.445841036,-339755.489719008,2012-11-01 22:00:00,1H 0M 0S
"103",367152.673263325,-339583.340803694,2012-11-01 23:00:00,1H 0M 0S
"104",352663.869060861,-316836.120002065,2012-11-02 00:00:00,1H 0M 0S
"105",327410.171922549,-320324.8781623,2012-11-02 01:00:00,1H 0M 0S
"106",330815.093694752,-321509.580753279,2012-11-02 02:00:00,1H 0M 0S
"107",333565.863686033,-323642.94278256,2012-11-02 03:00:00,1H 0M 0S
"108",332361.923187638,-330682.629069779,2012-11-02 04:00:00,1H 0M 0S
"109",338831.621753381,-333926.176427039,2012-11-02 05:00:00,1H 0M 0S
"110",348020.475594826,-328893.529983303,2012-11-02 06:00:00,1H 0M 0S
"111",352058.041802168,-332363.003053803,2012-11-02 07:00:00,1H 0M 0S
"112",351837.059073463,-330543.295075901,2012-11-02 08:00:00,1H 0M 0S
"113",377286.880274807,-325775.320053556,2012-11-02 09:00:00,1H 0M 0S
"114",380767.927255334,-311667.625570286,2012-11-02 10:00:00,1H 0M 0S
"115",393457.677572711,-308908.152190724,2012-11-02 11:00:00,1H 0M 0S
"116",390521.359409151,-306413.914726891,2012-11-02 12:00:00,1H 0M 0S
"117",387513.392936401,-296766.887984788,2012-11-02 13:00:00,1H 0M 0S
"118",380813.068751436,-253240.856343052,2012-11-02 14:00:00,1H 0M 0S
"119",394377.073672894,-265177.915700175,2012-11-02 15:00:00,1H 0M 0S
"120",405181.812711427,-266605.451003391,2012-11-02 16:00:00,1H 0M 0S
"121",423643.964681374,-274182.207146263,2012-11-02 17:00:00,1H 0M 0S
"122",414478.423141286,-279472.594613705,2012-11-02 18:00:00,1H 0M 0S
"123",427692.199781887,-278106.241048571,2012-11-02 19:00:00,1H 0M 0S
"124",431131.994538177,-275502.579997886,2012-11-02 20:00:00,1H 0M 0S
"125",428831.022315449,-271656.218932646,2012-11-02 21:00:00,1H 0M 0S
"126",424833.980053756,-268398.571151494,2012-11-02 22:00:00,1H 0M 0S
"127",424803.925091946,-263269.954259306,2012-11-02 23:00:00,1H 0M 0S
"128",420776.143656958,-246137.159888379,2012-11-03 00:00:00,1H 0M 0S
"129",417619.749498879,-245401.348709111,2012-11-03 01:00:00,1H 0M 0S
"130",411388.47754997,-261206.638427708,2012-11-03 02:00:00,1H 0M 0S
"131",420920.234275769,-272023.444076421,2012-11-03 03:00:00,1H 0M 0S
"132",444608.793185645,-295111.289801863,2012-11-03 04:00:00,1H 0M 0S
"133",446990.842213238,-290622.742397132,2012-11-03 05:00:00,1H 0M 0S
"134",453227.062694451,-288836.051294242,2012-11-03 06:00:00,1H 0M 0S
"135",453050.942257399,-289045.458959918,2012-11-03 07:00:00,1H 0M 0S
"136",442540.762092115,-285149.572070291,2012-11-03 08:00:00,1H 0M 0S
"137",448523.829984044,-265104.338628734,2012-11-03 09:00:00,1H 0M 0S
"138",445628.932658304,-265580.798495607,2012-11-03 10:00:00,1H 0M 0S
"139",444355.35178756,-263070.339276083,2012-11-03 11:00:00,1H 0M 0S
"140",437929.981590685,-263668.766606453,2012-11-03 12:00:00,1H 0M 0S
"141",432573.963719124,-268769.807940206,2012-11-03 13:00:00,1H 0M 0S
"142",405194.010045618,-281051.334042835,2012-11-03 14:00:00,1H 0M 0S
"143",382799.709054644,-289527.688217091,2012-11-03 15:00:00,1H 0M 0S
"144",373832.070074911,-278361.001288351,2012-11-03 16:00:00,1H 0M 0S
"145",369533.127523594,-275513.434096826,2012-11-03 17:00:00,1H 0M 0S
"146",380934.125955236,-287761.598655807,2012-11-03 18:00:00,1H 0M 0S
"147",380927.968855864,-288275.64245631,2012-11-03 19:00:00,1H 0M 0S
"148",350221.481686225,-281863.504104565,2012-11-03 20:00:00,1H 0M 0S
"149",348950.724557294,-285996.788105257,2012-11-03 21:00:00,1H 0M 0S
"150",341119.828802171,-292949.59657459,2012-11-03 22:00:00,1H 0M 0S
"151",337262.991339272,-315620.976044483,2012-11-03 23:00:00,1H 0M 0S
"152",337151.50825465,-317645.740984469,2012-11-04 00:00:00,1H 0M 0S
"153",337471.320209537,-317824.140086461,2012-11-04 01:00:00,1H 0M 0S
"154",340074.863172544,-310148.452340298,2012-11-04 02:00:00,1H 0M 0S
"155",348739.011443548,-312512.618896261,2012-11-04 03:00:00,1H 0M 0S
"156",350653.567524159,-313088.715354097,2012-11-04 04:00:00,1H 0M 0S
"157",353281.173013488,-312170.505397037,2012-11-04 05:00:00,1H 0M 0S
"158",321209.820343455,-285180.782535372,2012-11-04 06:00:00,1H 0M 0S
"159",324551.661108488,-280041.2706766,2012-11-04 07:00:00,1H 0M 0S
"160",329515.309808141,-276819.456230551,2012-11-04 08:00:00,1H 0M 0S
"161",328880.999326752,-276439.302639696,2012-11-04 09:00:00,1H 0M 0S
"162",329278.186692341,-275240.367469986,2012-11-04 10:00:00,1H 0M 0S
"163",338293.161750682,-257393.163091622,2012-11-04 11:00:00,1H 0M 0S
"164",337684.226088341,-258220.951148993,2012-11-04 12:00:00,1H 0M 0S
"165",340217.961260753,-260782.059133058,2012-11-04 13:00:00,1H 0M 0S
"166",343224.034135391,-263311.828711468,2012-11-04 14:00:00,1H 0M 0S
"167",366248.180075488,-285878.916676557,2012-11-04 15:00:00,1H 0M 0S
"168",379637.567619152,-294949.66915912,2012-11-04 16:00:00,1H 0M 0S
"169",380482.125464152,-295197.64477353,2012-11-04 17:00:00,1H 0M 0S
"170",367559.768517164,-298721.628439598,2012-11-04 18:00:00,1H 0M 0S
"171",387133.150229848,-296539.221163578,2012-11-04 19:00:00,1H 0M 0S
"172",385725.988164193,-295906.790764297,2012-11-04 20:00:00,1H 0M 0S
"173",394595.124576229,-308043.224187879,2012-11-04 21:00:00,1H 0M 0S
"174",393317.227900605,-305290.351845496,2012-11-04 22:00:00,1H 0M 0S
"175",402835.919913829,-308117.641367254,2012-11-04 23:00:00,1H 0M 0S
"176",406355.728457141,-300750.826510393,2012-11-05 00:00:00,1H 0M 0S
"177",383726.722685404,-300608.886054186,2012-11-05 01:00:00,1H 0M 0S
"178",378579.811087611,-295852.918705596,2012-11-05 02:00:00,1H 0M 0S
"179",371141.510331913,-289242.958841154,2012-11-05 03:00:00,1H 0M 0S
"180",383170.100316175,-287907.524442833,2012-11-05 04:00:00,1H 0M 0S
"181",388062.193177973,-289211.940421946,2012-11-05 05:00:00,1H 0M 0S
"182",396948.901893306,-291398.92784784,2012-11-05 06:00:00,1H 0M 0S
"183",410359.854914337,-282214.872706371,2012-11-05 07:00:00,1H 0M 0S
"184",441685.160954372,-291537.682634207,2012-11-05 08:00:00,1H 0M 0S
"185",437504.144782508,-298459.173084932,2012-11-05 09:00:00,1H 0M 0S
"186",437067.395926415,-299902.963892637,2012-11-05 10:00:00,1H 0M 0S
"187",436487.281561509,-300127.388829756,2012-11-05 11:00:00,1H 0M 0S
"188",430549.368139152,-307819.615630029,2012-11-05 12:00:00,1H 0M 0S
"189",432533.169827268,-289906.005494411,2012-11-05 13:00:00,1H 0M 0S
"190",436227.820092141,-280365.917383003,2012-11-05 14:00:00,1H 0M 0S
"191",445048.502676004,-275900.905769033,2012-11-05 15:00:00,1H 0M 0S
"192",448417.019823859,-271150.670219302,2012-11-05 16:00:00,1H 0M 0S
"193",446397.200537039,-274323.423728036,2012-11-05 17:00:00,1H 0M 0S
"194",439145.467872571,-265580.295346872,2012-11-05 18:00:00,1H 0M 0S
"195",426210.799925051,-279176.241947468,2012-11-05 19:00:00,1H 0M 0S
"196",426393.437046911,-271708.055578288,2012-11-05 20:00:00,1H 0M 0S
"197",430481.536939283,-264260.294037357,2012-11-05 21:00:00,1H 0M 0S
"198",433185.145195461,-259706.610600241,2012-11-05 22:00:00,1H 0M 0S
"199",432785.163714429,-278789.285169966,2012-11-05 23:00:00,1H 0M 0S
"200",433303.649067191,-286158.171918229,2012-11-06 00:00:00,1H 0M 0S
"201",444569.466999733,-295429.3339805,2012-11-06 01:00:00,1H 0M 0S
"202",447600.59072607,-292015.484033709,2012-11-06 02:00:00,1H 0M 0S
"203",446807.895042786,-292284.06514306,2012-11-06 03:00:00,1H 0M 0S
"204",442658.057575482,-292064.017700409,2012-11-06 04:00:00,1H 0M 0S
"205",444606.193721683,-295053.043567939,2012-11-06 05:00:00,1H 0M 0S
"206",449802.462496211,-310134.307955216,2012-11-06 06:00:00,1H 0M 0S
"207",451047.694093701,-294417.918158596,2012-11-06 07:00:00,1H 0M 0S
"208",462667.351356108,-286567.347229661,2012-11-06 08:00:00,1H 0M 0S
"209",400355.640002863,-291063.183380386,2012-11-06 09:00:00,1H 0M 0S
"210",405059.545641855,-287839.913409835,2012-11-06 10:00:00,1H 0M 0S
"211",388797.556554449,-275371.629546789,2012-11-06 11:00:00,1H 0M 0S
"212",374676.825308382,-289253.062054262,2012-11-06 12:00:00,1H 0M 0S
"213",366245.565942711,-300347.903954691,2012-11-06 13:00:00,1H 0M 0S
"214",362492.541383215,-307004.733388302,2012-11-06 14:00:00,1H 0M 0S
"215",347467.03138938,-305131.791961899,2012-11-06 15:00:00,1H 0M 0S
"216",343248.927686883,-314592.41379458,2012-11-06 16:00:00,1H 0M 0S
"217",364526.76123677,-329108.925661228,2012-11-06 17:00:00,1H 0M 0S
"218",367708.829716491,-329588.442843771,2012-11-06 18:00:00,1H 0M 0S
"219",355242.582224862,-332742.047018505,2012-11-06 19:00:00,1H 0M 0S
"220",357429.795608307,-333211.789918452,2012-11-06 20:00:00,1H 0M 0S
"221",364744.184269364,-329798.212074307,2012-11-06 21:00:00,1H 0M 0S
"222",346075.048856439,-311752.963393442,2012-11-06 22:00:00,1H 0M 0S
"223",349288.229839726,-319677.913987923,2012-11-06 23:00:00,1H 0M 0S
"224",335079.273465818,-328308.957221332,2012-11-07 00:00:00,1H 0M 0S
"225",334332.609681883,-324353.504109677,2012-11-07 01:00:00,1H 0M 0S
"226",357630.316915148,-332013.505085799,2012-11-07 02:00:00,1H 0M 0S
"227",349794.030752663,-325726.1010189,2012-11-07 03:00:00,1H 0M 0S
"228",320324.603393653,-336256.859868548,2012-11-07 04:00:00,1H 0M 0S
"229",319164.383994226,-338617.908185756,2012-11-07 05:00:00,1H 0M 0S
"230",329919.023704451,-348227.142354727,2012-11-07 06:00:00,1H 0M 0S
"231",326884.679195796,-348835.392932828,2012-11-07 07:00:00,1H 0M 0S
"232",329140.223449627,-356560.490477998,2012-11-07 08:00:00,1H 0M 0S
"233",329376.033262521,-356956.036620679,2012-11-07 09:00:00,1H 0M 0S
"234",326086.721778273,-364169.560341868,2012-11-07 10:00:00,1H 0M 0S
"235",303360.876101374,-354145.383129458,2012-11-07 11:00:00,1H 0M 0S
"236",299461.341551675,-355007.935169964,2012-11-07 12:00:00,1H 0M 0S
"237",304808.107548367,-355378.883519915,2012-11-07 13:00:00,1H 0M 0S
"238",273130.418287195,-405938.313418322,2012-11-07 14:00:00,1H 0M 0S
"239",271559.201509538,-409561.595697065,2012-11-07 15:00:00,1H 0M 0S
"240",268214.119672102,-406370.913514948,2012-11-07 16:00:00,1H 0M 0S
"241",258517.104373059,-408653.679624497,2012-11-07 17:00:00,1H 0M 0S
"242",262993.414536306,-410173.82720674,2012-11-07 18:00:00,1H 0M 0S
"243",265879.344894075,-417329.399218461,2012-11-07 19:00:00,1H 0M 0S
"244",269982.382135552,-422224.301488696,2012-11-07 20:00:00,1H 0M 0S
"245",274486.878099599,-452668.865418736,2012-11-07 21:00:00,1H 0M 0S
"246",275903.562655376,-452703.170627054,2012-11-07 22:00:00,1H 0M 0S
"247",273737.459598313,-490502.254645446,2012-11-07 23:00:00,1H 0M 0S
"248",273989.294040681,-489871.610766601,2012-11-08 00:00:00,1H 0M 0S
"249",277128.597962511,-479362.600977185,2012-11-08 01:00:00,1H 0M 0S
"250",277614.141491718,-483232.070655558,2012-11-08 02:00:00,1H 0M 0S
"251",278493.242155366,-483241.465120872,2012-11-08 03:00:00,1H 0M 0S
"252",266822.370199141,-484869.127947292,2012-11-08 04:00:00,1H 0M 0S
"253",271671.469454928,-479107.506473488,2012-11-08 05:00:00,1H 0M 0S
"254",278581.669568705,-479792.150594461,2012-11-08 06:00:00,1H 0M 0S
"255",281760.314578817,-481169.278570108,2012-11-08 07:00:00,1H 0M 0S
"256",281510.528916051,-482593.095512116,2012-11-08 08:00:00,1H 0M 0S
"257",285300.752728708,-484564.957802385,2012-11-08 09:00:00,1H 0M 0S
"258",289944.643017168,-488583.270891444,2012-11-08 10:00:00,1H 0M 0S
"259",288833.090367497,-486120.187499927,2012-11-08 11:00:00,1H 0M 0S
"260",287797.121646124,-484831.604334008,2012-11-08 12:00:00,1H 0M 0S
"261",276450.728883598,-471321.111144803,2012-11-08 13:00:00,1H 0M 0S
"262",279644.395691948,-452589.956981865,2012-11-08 14:00:00,1H 0M 0S
"263",275686.522336294,-448100.59286666,2012-11-08 15:00:00,1H 0M 0S
"264",271315.153728561,-447996.139178383,2012-11-08 16:00:00,1H 0M 0S
"265",267624.284290874,-448705.63269328,2012-11-08 17:00:00,1H 0M 0S
"266",268650.033960813,-444368.282852533,2012-11-08 18:00:00,1H 0M 0S
"267",266584.718162379,-443876.859146883,2012-11-08 19:00:00,1H 0M 0S
"268",274505.937247765,-427092.805888502,2012-11-08 20:00:00,1H 0M 0S
"269",269288.00277899,-422313.794551439,2012-11-08 21:00:00,1H 0M 0S
"270",279883.017821345,-436034.849098545,2012-11-08 22:00:00,1H 0M 0S
"271",281546.552714178,-436208.283018288,2012-11-08 23:00:00,1H 0M 0S
"272",284157.120650416,-441810.764002385,2012-11-09 00:00:00,1H 0M 0S
"273",286417.075276447,-442103.316190659,2012-11-09 01:00:00,1H 0M 0S
"274",300020.426696243,-437086.038260406,2012-11-09 02:00:00,1H 0M 0S
"275",302799.636944572,-438184.842660535,2012-11-09 03:00:00,1H 0M 0S
"276",304392.753289169,-448111.855771708,2012-11-09 04:00:00,1H 0M 0S
"277",320652.109430824,-439722.539347593,2012-11-09 05:00:00,1H 0M 0S
"278",337154.552647592,-433019.493050924,2012-11-09 06:00:00,1H 0M 0S
"279",350607.251483126,-424164.707286013,2012-11-09 07:00:00,1H 0M 0S
"280",350499.473575806,-424325.587817541,2012-11-09 08:00:00,1H 0M 0S
"281",356765.82229439,-432180.009029851,2012-11-09 09:00:00,1H 0M 0S
"282",378747.472669637,-428815.90033176,2012-11-09 10:00:00,1H 0M 0S
"283",380410.328312938,-428249.105184558,2012-11-09 11:00:00,1H 0M 0S
"284",378499.486979976,-430276.053641739,2012-11-09 12:00:00,1H 0M 0S
"285",365322.079076069,-446594.035315966,2012-11-09 13:00:00,1H 0M 0S
"286",312676.735916375,-477728.018847373,2012-11-09 14:00:00,1H 0M 0S
"287",308746.591929219,-484110.697859699,2012-11-09 15:00:00,1H 0M 0S
"288",308977.620286844,-478987.19085277,2012-11-09 16:00:00,1H 0M 0S
"289",299085.018818096,-469038.023214417,2012-11-09 17:00:00,1H 0M 0S
"290",286823.413684094,-472253.404998268,2012-11-09 18:00:00,1H 0M 0S
"291",281567.536311277,-474430.612721141,2012-11-09 19:00:00,1H 0M 0S
"292",280534.612949232,-478421.014832086,2012-11-09 20:00:00,1H 0M 0S
"293",281829.494788818,-490558.172199122,2012-11-09 21:00:00,1H 0M 0S
"294",273350.273835394,-481415.133922567,2012-11-09 22:00:00,1H 0M 0S
"295",270737.500243738,-488673.913927431,2012-11-09 23:00:00,1H 0M 0S
"296",268564.51954691,-490295.176190502,2012-11-10 00:00:00,1H 0M 0S
"297",258890.350937616,-486092.638203619,2012-11-10 01:00:00,1H 0M 0S
"298",250221.355055927,-481541.801795426,2012-11-10 02:00:00,1H 0M 0S
"299",245881.011769512,-482544.654263929,2012-11-10 03:00:00,1H 0M 0S
"300",243692.215002363,-481724.511796831,2012-11-10 04:00:00,1H 0M 0S
"301",242148.268564056,-481530.891770114,2012-11-10 05:00:00,1H 0M 0S
"302",244274.84270005,-489465.016986042,2012-11-10 06:00:00,1H 0M 0S
"303",256391.46750576,-482685.017128925,2012-11-10 07:00:00,1H 0M 0S
"304",255848.741052023,-482954.146423963,2012-11-10 08:00:00,1H 0M 0S
"305",249768.632623606,-484376.35936849,2012-11-10 09:00:00,1H 0M 0S
"306",259342.5491478,-483080.569424601,2012-11-10 10:00:00,1H 0M 0S
"307",267732.37156192,-475281.697501798,2012-11-10 11:00:00,1H 0M 0S
"308",276164.269392772,-474881.798214577,2012-11-10 12:00:00,1H 0M 0S
"309",278693.653739228,-469991.707746232,2012-11-10 13:00:00,1H 0M 0S
"310",282561.068920551,-471393.775085359,2012-11-10 14:00:00,1H 0M 0S
"311",282302.739438808,-467222.531590986,2012-11-10 15:00:00,1H 0M 0S
"312",271528.96058636,-455413.000206628,2012-11-10 16:00:00,1H 0M 0S
"313",263692.764275689,-452477.251316964,2012-11-10 17:00:00,1H 0M 0S
"314",259181.206005017,-449320.039281072,2012-11-10 18:00:00,1H 0M 0S
"315",259246.360895917,-437633.139163447,2012-11-10 19:00:00,1H 0M 0S
"316",267595.53713268,-450885.980331763,2012-11-10 20:00:00,1H 0M 0S
"317",261172.163552853,-452786.340287886,2012-11-10 21:00:00,1H 0M 0S
"318",280834.971242204,-455858.174917915,2012-11-10 22:00:00,1H 0M 0S
"319",299085.982893366,-476385.960201911,2012-11-10 23:00:00,1H 0M 0S
"320",307781.138298402,-481188.513845662,2012-11-11 00:00:00,1H 0M 0S
"321",312909.07398254,-473962.667909813,2012-11-11 01:00:00,1H 0M 0S
"322",312592.795708014,-472185.378377003,2012-11-11 02:00:00,1H 0M 0S
"323",316551.864320602,-467517.495286523,2012-11-11 03:00:00,1H 0M 0S
"324",320265.286601619,-459767.705045353,2012-11-11 04:00:00,1H 0M 0S
"325",327869.605651721,-463832.799379634,2012-11-11 05:00:00,1H 0M 0S
"326",338926.442540836,-463004.14815739,2012-11-11 06:00:00,1H 0M 0S
"327",328743.823543657,-447130.112727208,2012-11-11 07:00:00,1H 0M 0S
"328",334563.33843965,-456965.128570073,2012-11-11 08:00:00,1H 0M 0S
"329",318892.79508359,-448181.437667079,2012-11-11 09:00:00,1H 0M 0S
"330",320322.836783504,-450781.659026782,2012-11-11 10:00:00,1H 0M 0S
"331",318005.819849039,-450512.584398527,2012-11-11 11:00:00,1H 0M 0S
"332",307443.792800047,-459188.642063092,2012-11-11 12:00:00,1H 0M 0S
"333",328343.182343606,-451289.113364819,2012-11-11 13:00:00,1H 0M 0S
"334",330031.12939534,-449560.21294401,2012-11-11 14:00:00,1H 0M 0S
"335",323800.292881459,-449772.883568299,2012-11-11 15:00:00,1H 0M 0S
"336",321557.864158794,-447789.819644696,2012-11-11 16:00:00,1H 0M 0S
"337",305602.346048222,-443237.497696881,2012-11-11 17:00:00,1H 0M 0S
"338",289424.699529821,-446554.582074304,2012-11-11 18:00:00,1H 0M 0S
"339",293356.673697464,-445768.498242956,2012-11-11 19:00:00,1H 0M 0S
"340",294445.458568484,-446438.155624344,2012-11-11 20:00:00,1H 0M 0S
"341",296558.172182082,-446470.717767393,2012-11-11 21:00:00,1H 0M 0S
"342",299016.26534726,-449353.291950943,2012-11-11 22:00:00,1H 0M 0S
"343",308015.748573448,-469201.534952845,2012-11-11 23:00:00,1H 0M 0S
"344",296329.416315275,-475092.017276064,2012-11-12 00:00:00,1H 0M 0S
"345",288971.790927769,-475793.55733007,2012-11-12 01:00:00,1H 0M 0S
"346",283449.184497732,-478677.593841041,2012-11-12 02:00:00,1H 0M 0S
"347",277445.508297947,-481256.583070135,2012-11-12 03:00:00,1H 0M 0S
"348",275604.980916498,-483819.627315565,2012-11-12 04:00:00,1H 0M 0S
"349",259986.613633058,-484055.443168712,2012-11-12 05:00:00,1H 0M 0S
